"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Back and Bis","30 Oct 2024, 09:22","30 Oct 2024, 10:58","","Pull Up (Weighted)",,"",0,"normal",,3,,,
"Back and Bis","30 Oct 2024, 09:22","30 Oct 2024, 10:58","","Pull Up (Weighted)",,"",1,"normal",,3,,,
"Back and Bis","30 Oct 2024, 09:22","30 Oct 2024, 10:58","","Pull Up (Weighted)",,"",2,"normal",,2,,,
"Back and Bis","30 Oct 2024, 09:22","30 Oct 2024, 10:58","","Iso-Lateral Row (Machine)",,"",0,"normal",20,14,,,
"Back and Bis","30 Oct 2024, 09:22","30 Oct 2024, 10:58","","Iso-Lateral Row (Machine)",,"",1,"normal",22.5,17,,,
"Back and Bis","30 Oct 2024, 09:22","30 Oct 2024, 10:58","","Iso-Lateral Row (Machine)",,"",2,"normal",23.75,10,,,
"Back and Bis","30 Oct 2024, 09:22","30 Oct 2024, 10:58","","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",45.5,11,,,
"Back and Bis","30 Oct 2024, 09:22","30 Oct 2024, 10:58","","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",45.5,11,,,
"Back and Bis","30 Oct 2024, 09:22","30 Oct 2024, 10:58","","Straight Arm Lat Pulldown (Cable)",,"",2,"normal",40.9,8,,,
"Back and Bis","30 Oct 2024, 09:22","30 Oct 2024, 10:58","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",90.9,4,,,
"Back and Bis","30 Oct 2024, 09:22","30 Oct 2024, 10:58","","Single Arm Curl (Cable)",,"",0,"normal",22.7,10,,,
"Back and Bis","30 Oct 2024, 09:22","30 Oct 2024, 10:58","","Single Arm Curl (Cable)",,"",1,"normal",22.7,12,,,
"Back and Bis","30 Oct 2024, 09:22","30 Oct 2024, 10:58","","Dead Hang",,"",0,"normal",,,,40,
"Back and Bis","30 Oct 2024, 09:22","30 Oct 2024, 10:58","","Dead Hang",,"",1,"normal",,,,45,
"Chest and tris","28 Oct 2024, 14:37","28 Oct 2024, 15:47","","Bench Press (Barbell)",,"",0,"normal",80,3,,,
"Chest and tris","28 Oct 2024, 14:37","28 Oct 2024, 15:47","","Bench Press (Barbell)",,"",1,"normal",80,4,,,
"Chest and tris","28 Oct 2024, 14:37","28 Oct 2024, 15:47","","Bench Press (Barbell)",,"",2,"normal",80,4,,,
"Chest and tris","28 Oct 2024, 14:37","28 Oct 2024, 15:47","","Triceps Dip (Weighted)",,"",0,"normal",15,4,,,
"Chest and tris","28 Oct 2024, 14:37","28 Oct 2024, 15:47","","Triceps Dip (Weighted)",,"",1,"normal",,4,,,
"Chest and tris","28 Oct 2024, 14:37","28 Oct 2024, 15:47","","Lateral Raise (Cable)",,"",0,"normal",18.2,8,,,
"Chest and tris","28 Oct 2024, 14:37","28 Oct 2024, 15:47","","Lateral Raise (Cable)",,"",1,"normal",18.2,6,,,
"Chest and tris","28 Oct 2024, 14:37","28 Oct 2024, 15:47","","Lateral Raise (Cable)",,"",2,"normal",18.2,5,,,
"Chest and tris","28 Oct 2024, 14:37","28 Oct 2024, 15:47","","Lateral Raise (Cable)",,"",3,"normal",10.9,9,,,
"Chest and tris","28 Oct 2024, 14:37","28 Oct 2024, 15:47","","Triceps Rope Pushdown",,"",0,"normal",50,10,,,
"Chest and tris","28 Oct 2024, 14:37","28 Oct 2024, 15:47","","Triceps Rope Pushdown",,"",1,"normal",55,6,,,
"Chest and tris","28 Oct 2024, 14:37","28 Oct 2024, 15:47","","Triceps Rope Pushdown",,"",2,"normal",50,8,,,
"Back","25 Oct 2024, 20:50","25 Oct 2024, 22:06","","Pull Up (Weighted)",,"",0,"normal",,4,,,
"Back","25 Oct 2024, 20:50","25 Oct 2024, 22:06","","Pull Up (Weighted)",,"",1,"normal",,3,,,
"Back","25 Oct 2024, 20:50","25 Oct 2024, 22:06","","Pull Up (Weighted)",,"",2,"normal",,3,,,
"Back","25 Oct 2024, 20:50","25 Oct 2024, 22:06","","Flexion Row (Cable)",,"",0,"normal",40.9,10,,,
"Back","25 Oct 2024, 20:50","25 Oct 2024, 22:06","","Flexion Row (Cable)",,"",1,"normal",50,12,,,
"Back","25 Oct 2024, 20:50","25 Oct 2024, 22:06","","Flexion Row (Cable)",,"",2,"normal",59.1,9,,,
"Back","25 Oct 2024, 20:50","25 Oct 2024, 22:06","","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",45.5,11,,,
"Back","25 Oct 2024, 20:50","25 Oct 2024, 22:06","","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",45.5,10,,,
"Back","25 Oct 2024, 20:50","25 Oct 2024, 22:06","","Straight Arm Lat Pulldown (Cable)",,"",2,"normal",45.5,9,,,
"Chest and Tricep","23 Oct 2024, 19:37","23 Oct 2024, 21:14","","Bench Press (Barbell)",,"",0,"normal",75,5,,,
"Chest and Tricep","23 Oct 2024, 19:37","23 Oct 2024, 21:14","","Bench Press (Barbell)",,"",1,"failure",77.5,4,,,
"Chest and Tricep","23 Oct 2024, 19:37","23 Oct 2024, 21:14","","Bench Press (Barbell)",,"",2,"failure",80,3,,,
"Chest and Tricep","23 Oct 2024, 19:37","23 Oct 2024, 21:14","","Triceps Dip (Weighted)",,"",0,"normal",15,4,,,
"Chest and Tricep","23 Oct 2024, 19:37","23 Oct 2024, 21:14","","Triceps Dip (Weighted)",,"",1,"normal",15,4,,,
"Chest and Tricep","23 Oct 2024, 19:37","23 Oct 2024, 21:14","","Triceps Dip (Weighted)",,"",2,"failure",15,3,,,
"Chest and Tricep","23 Oct 2024, 19:37","23 Oct 2024, 21:14","","Triceps Dip (Weighted)",,"",3,"failure",,6,,,
"Chest and Tricep","23 Oct 2024, 19:37","23 Oct 2024, 21:14","","Incline Bench Press (Dumbbell)",,"",0,"normal",27.5,5,,,
"Chest and Tricep","23 Oct 2024, 19:37","23 Oct 2024, 21:14","","Incline Bench Press (Dumbbell)",,"",1,"normal",25,7,,,
"Chest and Tricep","23 Oct 2024, 19:37","23 Oct 2024, 21:14","","Cable Wrist Curl (Single)",,"",0,"normal",54.5,13,,,
"Chest and Tricep","23 Oct 2024, 19:37","23 Oct 2024, 21:14","","Cable Wrist Curl (Single)",,"",1,"normal",54.4,9,,,
"Chest and Tricep","23 Oct 2024, 19:37","23 Oct 2024, 21:14","","Sideways Wrist Thing (Single)",,"",0,"normal",18.2,3,,,
"Chest and Tricep","23 Oct 2024, 19:37","23 Oct 2024, 21:14","","Sideways Wrist Thing (Single)",,"",1,"normal",18.2,3,,,
"Chest and Tricep","23 Oct 2024, 19:37","23 Oct 2024, 21:14","","Sideways Wrist Thing (Single)",,"",2,"normal",13.6,11,,,
"Chest and Tricep","23 Oct 2024, 19:37","23 Oct 2024, 21:14","","Wrist Pronation (Single)",,"",0,"normal",18.2,12,,,
"Chest and Tricep","23 Oct 2024, 19:37","23 Oct 2024, 21:14","","Wrist Pronation (Single)",,"",1,"normal",18.2,13,,,
"Chest and Tricep","23 Oct 2024, 19:37","23 Oct 2024, 21:14","","Seated Palms Up Wrist Curl",,"",0,"normal",35,6,,,
"Chest and Tricep","23 Oct 2024, 19:37","23 Oct 2024, 21:14","","Seated Palms Up Wrist Curl",,"",1,"normal",35,9,,,
"Chest and Tricep","23 Oct 2024, 19:37","23 Oct 2024, 21:14","","Stair Machine",,"",0,"normal",,,38,480,
"Back","21 Oct 2024, 14:01","21 Oct 2024, 15:39","","Seated Cable Row - Bar Grip",,"",0,"normal",35,10,,,
"Back","21 Oct 2024, 14:01","21 Oct 2024, 15:39","","Seated Cable Row - Bar Grip",,"",1,"normal",75,9,,,
"Back","21 Oct 2024, 14:01","21 Oct 2024, 15:39","","Seated Cable Row - Bar Grip",,"",2,"normal",65,12,,,
"Back","21 Oct 2024, 14:01","21 Oct 2024, 15:39","","Iso-Lateral Row (Machine)",,"",0,"normal",20,12,,,
"Back","21 Oct 2024, 14:01","21 Oct 2024, 15:39","","Iso-Lateral Row (Machine)",,"",1,"normal",27.5,12,,,
"Back","21 Oct 2024, 14:01","21 Oct 2024, 15:39","","Iso-Lateral Row (Machine)",,"",2,"normal",35,8,,,
"Back","21 Oct 2024, 14:01","21 Oct 2024, 15:39","","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",45.5,11,,,
"Back","21 Oct 2024, 14:01","21 Oct 2024, 15:39","","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",45.5,8,,,
"Back","21 Oct 2024, 14:01","21 Oct 2024, 15:39","","Straight Arm Lat Pulldown (Cable)",,"",2,"normal",45.5,11,,,
"Back","21 Oct 2024, 14:01","21 Oct 2024, 15:39","","Straight Arm Lat Pulldown (Cable)",,"",3,"normal",40,6,,,
"Back","21 Oct 2024, 14:01","21 Oct 2024, 15:39","","Single Arm Curl (Cable)",,"",0,"normal",22.7,12,,,
"Back","21 Oct 2024, 14:01","21 Oct 2024, 15:39","","Single Arm Curl (Cable)",,"",1,"normal",22.7,10,,,
"Back","17 Oct 2024, 19:22","17 Oct 2024, 20:38","","Pull Up (Weighted)",,"",0,"normal",,4,,,
"Back","17 Oct 2024, 19:22","17 Oct 2024, 20:38","","Pull Up (Weighted)",,"",1,"normal",,3,,,
"Back","17 Oct 2024, 19:22","17 Oct 2024, 20:38","","Pull Up (Weighted)",,"",2,"normal",,4,,,
"Back","17 Oct 2024, 19:22","17 Oct 2024, 20:38","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",72.2,9,,,
"Back","17 Oct 2024, 19:22","17 Oct 2024, 20:38","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",54.5,13,,,
"Back","17 Oct 2024, 19:22","17 Oct 2024, 20:38","","Seated Cable Row - Bar Wide Grip",,"",0,"normal",54.4,12,,,
"Back","17 Oct 2024, 19:22","17 Oct 2024, 20:38","","Lateral Raise (Cable)",,"",0,"normal",18.2,9,,,
"Back","17 Oct 2024, 19:22","17 Oct 2024, 20:38","","Lateral Raise (Cable)",,"",1,"normal",18.2,8,,,
"Back","17 Oct 2024, 19:22","17 Oct 2024, 20:38","","Lateral Raise (Cable)",,"",2,"failure",18.2,11,,,
"Back","17 Oct 2024, 19:22","17 Oct 2024, 20:38","","Single Arm Cable Row",,"",0,"normal",31.8,8,,,
"Back","17 Oct 2024, 19:22","17 Oct 2024, 20:38","","Bent Over Row (Barbell)",,"",0,"normal",20,10,,,
"Back","17 Oct 2024, 19:22","17 Oct 2024, 20:38","","Bent Over Row (Barbell)",,"",1,"normal",40,6,,,
"Back","17 Oct 2024, 19:22","17 Oct 2024, 20:38","","Single Arm Curl (Cable)",,"",0,"normal",18.2,12,,,
"Back","17 Oct 2024, 19:22","17 Oct 2024, 20:38","","Single Arm Curl (Cable)",,"",1,"normal",22.7,12,,,
"Back","17 Oct 2024, 19:22","17 Oct 2024, 20:38","","Single Arm Curl (Cable)",,"",2,"normal",22.7,11,,,
"Back","17 Oct 2024, 19:22","17 Oct 2024, 20:38","","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",45.5,6,,,
"Back","17 Oct 2024, 19:22","17 Oct 2024, 20:38","","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",59.1,6,,,
"Back","17 Oct 2024, 19:22","17 Oct 2024, 20:38","","Straight Arm Lat Pulldown (Cable)",,"",2,"normal",54.5,4,,,
"Back","17 Oct 2024, 19:22","17 Oct 2024, 20:38","","Straight Arm Lat Pulldown (Cable)",,"",3,"normal",45.5,5,,,
"Chest","15 Oct 2024, 19:36","15 Oct 2024, 21:09","","Bench Press (Dumbbell)",,"",0,"normal",25,8,,,
"Chest","15 Oct 2024, 19:36","15 Oct 2024, 21:09","","Bench Press (Dumbbell)",,"",1,"normal",30,9,,,
"Chest","15 Oct 2024, 19:36","15 Oct 2024, 21:09","","Bench Press (Dumbbell)",,"",2,"failure",30,7,,,
"Chest","15 Oct 2024, 19:36","15 Oct 2024, 21:09","","Triceps Dip (Weighted)",,"",0,"normal",10,6,,,
"Chest","15 Oct 2024, 19:36","15 Oct 2024, 21:09","","Triceps Dip (Weighted)",,"",1,"failure",10,4,,,
"Chest","15 Oct 2024, 19:36","15 Oct 2024, 21:09","","Triceps Dip (Weighted)",,"",2,"normal",,7,,,
"Chest","15 Oct 2024, 19:36","15 Oct 2024, 21:09","","Incline Bench Press (Dumbbell)",,"",0,"normal",25,8,,,
"Chest","15 Oct 2024, 19:36","15 Oct 2024, 21:09","","Incline Bench Press (Dumbbell)",,"",1,"normal",25,5,,,
"Chest","15 Oct 2024, 19:36","15 Oct 2024, 21:09","","Triceps Rope Pushdown",,"",0,"normal",50,8,,,
"Chest","15 Oct 2024, 19:36","15 Oct 2024, 21:09","","Triceps Rope Pushdown",,"",1,"normal",50,6,,,
"Chest","15 Oct 2024, 19:36","15 Oct 2024, 21:09","","Triceps Rope Pushdown",,"",2,"failure",45.5,5,,,
"Back","12 Oct 2024, 13:41","12 Oct 2024, 14:56","","Lat Pulldown (Cable)",,"",0,"normal",55,11,,,
"Back","12 Oct 2024, 13:41","12 Oct 2024, 14:56","","Lat Pulldown (Cable)",,"",1,"normal",65,9,,,
"Back","12 Oct 2024, 13:41","12 Oct 2024, 14:56","","Lat Pulldown (Cable)",,"",2,"normal",55,7,,,
"Back","12 Oct 2024, 13:41","12 Oct 2024, 14:56","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",55,7,,,
"Back","12 Oct 2024, 13:41","12 Oct 2024, 14:56","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",45,6,,,
"Back","12 Oct 2024, 13:41","12 Oct 2024, 14:56","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",45,5,,,
"Back","12 Oct 2024, 13:41","12 Oct 2024, 14:56","","Bicep Curl (Dumbbell)",,"",0,"normal",15,8,,,
"Back","12 Oct 2024, 13:41","12 Oct 2024, 14:56","","Bicep Curl (Dumbbell)",,"",1,"normal",15,8,,,
"Back","12 Oct 2024, 13:41","12 Oct 2024, 14:56","","Bicep Curl (Dumbbell)",,"",2,"normal",15,9,,,
"Up","11 Oct 2024, 20:49","11 Oct 2024, 21:28","","Pull Up (Weighted)",,"",0,"normal",,3,,,
"Up","11 Oct 2024, 20:49","11 Oct 2024, 21:28","","Pull Up (Weighted)",,"",1,"normal",,3,,,
"Up","11 Oct 2024, 20:49","11 Oct 2024, 21:28","","Pull Up (Weighted)",,"",2,"normal",,3,,,
"Up","11 Oct 2024, 20:49","11 Oct 2024, 21:28","","Pull Up (Weighted)",,"",3,"normal",,2,,,
"Up","11 Oct 2024, 20:49","11 Oct 2024, 21:28","","Triceps Dip",,"",0,"normal",,7,,,
"Up","11 Oct 2024, 20:49","11 Oct 2024, 21:28","","Triceps Dip",,"",1,"normal",,5,,,
"Up","11 Oct 2024, 20:49","11 Oct 2024, 21:28","","Triceps Dip",,"",2,"normal",,6,,,
"Up","11 Oct 2024, 20:49","11 Oct 2024, 21:28","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",45.5,7,,,
"Up","11 Oct 2024, 20:49","11 Oct 2024, 21:28","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",68.2,7,,,
"Up","11 Oct 2024, 20:49","11 Oct 2024, 21:28","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",81.8,6,,,
"Upper","28 Sep 2024, 08:11","28 Sep 2024, 09:19","","Bench Press (Barbell)",,"",0,"normal",75,4,,,
"Upper","28 Sep 2024, 08:11","28 Sep 2024, 09:19","","Bench Press (Barbell)",,"",1,"normal",75,6,,,
"Upper","28 Sep 2024, 08:11","28 Sep 2024, 09:19","","Pull Up (Weighted)",,"",0,"normal",10,2,,,
"Upper","28 Sep 2024, 08:11","28 Sep 2024, 09:19","","Pull Up (Weighted)",,"",1,"normal",,4,,,
"Upper","28 Sep 2024, 08:11","28 Sep 2024, 09:19","","Pull Up (Weighted)",,"",2,"normal",,4,,,
"Upper","28 Sep 2024, 08:11","28 Sep 2024, 09:19","","Pull Up (Weighted)",,"",3,"normal",,3,,,
"Upper","28 Sep 2024, 08:11","28 Sep 2024, 09:19","","Pull Up (Weighted)",,"",4,"normal",,2,,,
"Upper","28 Sep 2024, 08:11","28 Sep 2024, 09:19","","Pull Up (Weighted)",,"",5,"normal",,4,,,
"Upper","28 Sep 2024, 08:11","28 Sep 2024, 09:19","","Triceps Dip (Weighted)",,"",0,"normal",15,5,,,
"Upper","28 Sep 2024, 08:11","28 Sep 2024, 09:19","","Triceps Dip (Weighted)",,"",1,"normal",15,6,,,
"Upper","28 Sep 2024, 08:11","28 Sep 2024, 09:19","","Leg Raise Parallel Bars",,"",0,"normal",,12,,,
"Upper","28 Sep 2024, 08:11","28 Sep 2024, 09:19","","Leg Raise Parallel Bars",,"",1,"normal",,8,,,
"Upper","28 Sep 2024, 08:11","28 Sep 2024, 09:19","","Leg Raise Parallel Bars",,"",2,"normal",,8,,,
"Chest","21 Sep 2024, 20:15","21 Sep 2024, 21:16","","Bench Press (Barbell)",,"",0,"normal",72.5,6,,,
"Chest","21 Sep 2024, 20:15","21 Sep 2024, 21:16","","Bench Press (Barbell)",,"",1,"normal",72.5,6,,,
"Chest","21 Sep 2024, 20:15","21 Sep 2024, 21:16","","Bench Press (Barbell)",,"",2,"failure",72.5,7,,,
"Chest","21 Sep 2024, 20:15","21 Sep 2024, 21:16","","Triceps Dip (Weighted)",,"",0,"normal",15,5,,,
"Chest","21 Sep 2024, 20:15","21 Sep 2024, 21:16","","Triceps Dip (Weighted)",,"",1,"normal",15,5,,,
"Chest","21 Sep 2024, 20:15","21 Sep 2024, 21:16","","Triceps Dip (Weighted)",,"",2,"normal",10,4,,,
"Chest","21 Sep 2024, 20:15","21 Sep 2024, 21:16","","Triceps Extension (Cable)",,"",0,"normal",40.9,10,,,
"Chest","21 Sep 2024, 20:15","21 Sep 2024, 21:16","","Triceps Extension (Cable)",,"",1,"normal",40.9,9,,,
"Chest","21 Sep 2024, 20:15","21 Sep 2024, 21:16","","Triceps Extension (Cable)",,"",2,"normal",40.9,6,,,
"Chest","21 Sep 2024, 20:15","21 Sep 2024, 21:16","","Lateral Raise (Cable)",,"",0,"normal",18.2,8,,,
"Chest","21 Sep 2024, 20:15","21 Sep 2024, 21:16","","Lateral Raise (Cable)",,"",1,"normal",18.2,8,,,
"Back","18 Sep 2024, 11:48","18 Sep 2024, 13:39","","T Bar Row",,"",0,"normal",30,10,,,
"Back","18 Sep 2024, 11:48","18 Sep 2024, 13:39","","T Bar Row",,"",1,"normal",50,8,,,
"Back","18 Sep 2024, 11:48","18 Sep 2024, 13:39","","T Bar Row",,"",2,"normal",50,6,,,
"Back","18 Sep 2024, 11:48","18 Sep 2024, 13:39","","Lat Pulldown (Cable)",,"",0,"normal",77.3,7,,,
"Back","18 Sep 2024, 11:48","18 Sep 2024, 13:39","","Lat Pulldown (Cable)",,"",1,"normal",77.3,8,,,
"Back","18 Sep 2024, 11:48","18 Sep 2024, 13:39","","Lat Pulldown (Cable)",,"",2,"normal",72.7,9,,,
"Back","18 Sep 2024, 11:48","18 Sep 2024, 13:39","","Single Arm Curl (Cable)",,"",0,"normal",27.3,10,,,
"Back","18 Sep 2024, 11:48","18 Sep 2024, 13:39","","Single Arm Curl (Cable)",,"",1,"normal",27.3,10,,,
"Back","18 Sep 2024, 11:48","18 Sep 2024, 13:39","","Single Arm Curl (Cable)",,"",2,"failure",31.8,7,,,
"Back","18 Sep 2024, 11:48","18 Sep 2024, 13:39","","Lat Pulldown (Machine)",,"",0,"normal",30,8,,,
"Back","18 Sep 2024, 11:48","18 Sep 2024, 13:39","","Lat Pulldown (Machine)",,"",1,"normal",30,7,,,
"Back","18 Sep 2024, 11:48","18 Sep 2024, 13:39","","Lat Pulldown (Machine)",,"",2,"normal",35,9,,,
"Chest and tricep","16 Sep 2024, 19:30","16 Sep 2024, 21:07","","Bench Press (Barbell)",,"",0,"normal",72.5,5,,,
"Chest and tricep","16 Sep 2024, 19:30","16 Sep 2024, 21:07","","Bench Press (Barbell)",,"",1,"normal",72.5,4,,,
"Chest and tricep","16 Sep 2024, 19:30","16 Sep 2024, 21:07","","Bench Press (Barbell)",,"",2,"failure",72.5,7,,,
"Chest and tricep","16 Sep 2024, 19:30","16 Sep 2024, 21:07","","Triceps Dip (Weighted)",,"",0,"normal",15,6,,,
"Chest and tricep","16 Sep 2024, 19:30","16 Sep 2024, 21:07","","Triceps Dip (Weighted)",,"",1,"normal",15,7,,,
"Chest and tricep","16 Sep 2024, 19:30","16 Sep 2024, 21:07","","Triceps Dip (Weighted)",,"",2,"failure",15,4,,,
"Chest and tricep","16 Sep 2024, 19:30","16 Sep 2024, 21:07","","Triceps Dip (Weighted)",,"",3,"normal",,10,,,
"Chest and tricep","16 Sep 2024, 19:30","16 Sep 2024, 21:07","","Incline Bench Press (Dumbbell)",,"",0,"failure",27.5,5,,,
"Chest and tricep","16 Sep 2024, 19:30","16 Sep 2024, 21:07","","Incline Bench Press (Dumbbell)",,"",1,"failure",27.5,6,,,
"Chest and tricep","16 Sep 2024, 19:30","16 Sep 2024, 21:07","","Butterfly (Pec Deck)",,"",0,"failure",70,4,,,
"Chest and tricep","16 Sep 2024, 19:30","16 Sep 2024, 21:07","","Butterfly (Pec Deck)",,"",1,"failure",62.5,5,,,
"Chest and tricep","16 Sep 2024, 19:30","16 Sep 2024, 21:07","","Triceps Extension (Cable)",,"",0,"normal",40.9,8,,,
"Chest and tricep","16 Sep 2024, 19:30","16 Sep 2024, 21:07","","Triceps Extension (Cable)",,"",1,"normal",40.9,8,,,
"Chest and tricep","16 Sep 2024, 19:30","16 Sep 2024, 21:07","","Triceps Extension (Cable)",,"",2,"failure",40.9,6,,,
"Arms","15 Sep 2024, 16:52","15 Sep 2024, 18:02","","Bicep Curl (Dumbbell)",,"",0,"normal",17.5,10,,,
"Arms","15 Sep 2024, 16:52","15 Sep 2024, 18:02","","Bicep Curl (Dumbbell)",,"",1,"failure",17.5,11,,,
"Arms","15 Sep 2024, 16:52","15 Sep 2024, 18:02","","Triceps Dip (Weighted)",,"",0,"normal",10,6,,,
"Arms","15 Sep 2024, 16:52","15 Sep 2024, 18:02","","Triceps Dip (Weighted)",,"",1,"normal",10,6,,,
"Arms","15 Sep 2024, 16:52","15 Sep 2024, 18:02","","Triceps Dip (Weighted)",,"",2,"normal",12.5,6,,,
"Arms","15 Sep 2024, 16:52","15 Sep 2024, 18:02","","Lateral Raise (Dumbbell)",,"",0,"normal",12.5,10,,,
"Arms","15 Sep 2024, 16:52","15 Sep 2024, 18:02","","Lateral Raise (Dumbbell)",,"",1,"failure",12.5,10,,,
"Morning workout ☀️","13 Sep 2024, 06:24","13 Sep 2024, 08:20","","Pull Up (Weighted)",,"",0,"normal",10,4,,,
"Morning workout ☀️","13 Sep 2024, 06:24","13 Sep 2024, 08:20","","Pull Up (Weighted)",,"",1,"normal",10,4,,,
"Morning workout ☀️","13 Sep 2024, 06:24","13 Sep 2024, 08:20","","Pull Up (Weighted)",,"",2,"failure",10,3,,,
"Morning workout ☀️","13 Sep 2024, 06:24","13 Sep 2024, 08:20","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",81.8,8,,,
"Morning workout ☀️","13 Sep 2024, 06:24","13 Sep 2024, 08:20","","Seated Cable Row - V Grip (Cable)",,"",1,"failure",90.1,6,,,
"Morning workout ☀️","13 Sep 2024, 06:24","13 Sep 2024, 08:20","","Standing Calf Raise (Smith)",,"",0,"normal",90,14,,,
"Morning workout ☀️","13 Sep 2024, 06:24","13 Sep 2024, 08:20","","Standing Calf Raise (Smith)",,"",1,"normal",90,10,,,
"Morning workout ☀️","13 Sep 2024, 06:24","13 Sep 2024, 08:20","","Standing Calf Raise (Smith)",,"",2,"failure",90,14,,,
